0,1,2
2021-06-28 12:07:42,1409483645283229701,RT @bukandildo: 😭😭😭 https://t.co/07LAvnoRVx
2021-06-28 12:02:51,1409482422492622850,"RT @PerkapRumah: ✨ REKOMENDASI DEKORASI KAMAR TIDUR SERBA GELAP ✨

--- a thread --- https://t.co/yhuOUDbuH4"
2021-06-28 12:01:48,1409482159568523264,"@neoo_putri09 @giyappe @txtdrberseragam iya emg, gegara oknum jd bnyk yg mandang abdi negara itu jelek. tp aku tau… https://t.co/VSHE6Qse7k"
2021-06-28 12:01:05,1409481978525618184,@frooogesy @giyappe @txtdrberseragam iya bener hahaha. aku jg punya tmn yg lingkup keluarganya TNI dan ayahnya pun… https://t.co/9h8LCnySzD
2021-06-28 11:21:54,1409472117414928386,@ojaqqq @txtdrberseragam https://t.co/KTBh7CEOLt
2021-06-28 11:21:22,1409471986443509765,@IndraPa16579745 @sempakbekasujep @kikytrihandyani @txtdrberseragam https://t.co/184EmQ3hfp
2021-06-28 11:15:18,1409470456638238725,"@giyappe @txtdrberseragam jgn lupa, si mbak nyindir buat oknum TNI cringe kyk yg foto :(( jujur emg sebel bgt liat… https://t.co/CgZdiI8dQy"
2021-06-28 11:13:52,1409470098364985349,@fathur_rizqiXD @giyappe @txtdrberseragam gatau bener apa gak. tp si mbak y emg ditujukan untuk abdi negara cringe… https://t.co/EWllNlNHX9
2021-06-28 11:07:55,1409468599744434177,"@amusingamused @AREAJULID alhamdulillah aku gapapa koo, dan aku jg gada bukti buat ngelaporin pelakunya. karna dia keburu kabur duluan"
2021-06-28 04:48:18,1409373067042648064,"@SeputarTetangga pengennya minggu ini, tapi lagi UAS. jadi tunda sampe minggu depan. doain ya min, soalnya takut suntikan😭🙏🏻"
2021-06-28 04:21:34,1409366336652775428,@collegemenfess aku mau
2021-06-28 02:20:14,1409335805135388678,"RT @angga_fzn: Ciri-ciri loker palsu dan berbahaya.

Buat mahasiswa &amp; freshgrad perlu ati-ati banget soal ini.

Cek ~"
2021-06-27 14:25:50,1409156017334722570,"@afimaulidiaaa @bagihumor iya si bener, tp gmn yaa :') ntr malah pala kita yg dipukul😭🙏🏻"
2021-06-27 14:21:23,1409154900169134084,@afimaulidiaaa @bagihumor privasi tp di tmpt umum
2021-06-27 14:20:40,1409154720757813250,RT @bagihumor: mengkaget https://t.co/5GrgQ5VwE8
2021-06-27 14:20:07,1409154581733384204,@AREAJULID yg ngebikin gue lebih takut sama manusia drpd setan.
2021-06-27 14:19:39,1409154461872779269,@AREAJULID ingin mengatakan keluarganya jg bodoh :( segitunya bgt ngebela. gue yg pernah ngalamin pelecehan seksual… https://t.co/c4ycALYS7Y
2021-06-27 06:17:43,1409033182121381889,@AREAJULID tas/jaket kyk buat nutupin kamera y gaes mksdku
2021-06-27 06:17:11,1409033045538009091,"@AREAJULID gue jg pernah kepikiran. masa iya sbg pasangan gak bingung, misal pacarnya naro tas/jaket di depannya, pdhl lahan dimobil luas"
2021-06-27 04:25:51,1409005028405252098,"karna menurut gue, liat org yg gue sayang panjang umur dan sehat aja udh rejeki buat gue. apalagi orgtua gue yg pan… https://t.co/5vllahr8dr"
2021-06-27 04:24:35,1409004711252926470,"gapernah bosen buat berdoa semoga kita sehat selalu. liat di sg, bokap temen SMA gue meninggal karna covid. semoga… https://t.co/DDbzQjObzk"
2021-06-26 19:03:00,1408863384661991426,@AREAJULID dih? berasa dia yg punya negara kali ye
2021-06-26 19:00:38,1408862786558386177,@collegemenfess lah kan org biasanya jg 4thn.
2021-06-26 18:59:51,1408862588423655425,RT @txtdrkaumbengek: 😅 https://t.co/R68ZwpZUBO
2021-06-26 18:56:45,1408861811235954689,"@myownmad @boyyaang @poethickjustice mau blg munafik... tp, bener munafik kah?"
2021-06-26 18:54:23,1408861215162441731,@aranjink bobo cantik
